||Sütunlar|
Satırlar||İbbs-Düzey1, İbbs-Düzey2,  İl Ve İlçe Nüfusları|
||Ölçüm bazında|
|||
|||
|İzmir(Narlıdere)-2013|63301.0|
|İzmir(Ödemiş)-1563|129005.0|
|İzmir(Seferihisar)-1611|31467.0|
|İzmir(Selçuk)-1612|34587.0|
|İzmir(Tire)-1677|79519.0|
|İzmir(Torbalı)-1682|138040.0|
|İzmir(Urla)-1703|54556.0|
2013|İzmir(Aliağa)-1128|80948.0|
|İzmir(Balçova)-2006|77624.0|
|İzmir(Bayındır)-1178|40690.0|
|İzmir(Bayraklı)-2056|310656.0|
|İzmir(Bergama)-1181|101217.0|
|İzmir(Beydağ)-1776|12555.0|
|İzmir(Bornova)-1203|426490.0|
|İzmir(Buca)-1780|454112.0|
|İzmir(Çeşme)-1251|35965.0|
|İzmir(Çiğli)-2007|173667.0|
|İzmir(Dikili)-1280|36124.0|
|İzmir(Foça)-1334|32534.0|
|İzmir(Gaziemir)-2009|129534.0|
|İzmir(Güzelbahçe)-2018|27389.0|
|İzmir(Karabağlar)-2057|471676.0|
|İzmir(Karaburun)-1432|9092.0|
|İzmir(Karşıyaka)-1448|321870.0|
|İzmir(Kemalpaşa)-1461|97499.0|
|İzmir(Kınık)-1467|28000.0|
|İzmir(Kiraz)-1477|44017.0|
|İzmir(Konak)-1819|385843.0|
|İzmir(Menderes)-1826|77706.0|
|İzmir(Menemen)-1521|142836.0|
|İzmir(Narlıdere)-2013|63743.0|
|İzmir(Ödemiş)-1563|129295.0|
|İzmir(Seferihisar)-1611|33588.0|
|İzmir(Selçuk)-1612|34979.0|
|İzmir(Tire)-1677|80381.0|
|İzmir(Torbalı)-1682|144293.0|
|İzmir(Urla)-1703|56751.0|
2014|İzmir(Aliağa)-1128|83366.0|
|İzmir(Balçova)-2006|77311.0|
|İzmir(Bayındır)-1178|40310.0|
|İzmir(Bayraklı)-2056|310765.0|
|İzmir(Bergama)-1181|101813.0|
|İzmir(Beydağ)-1776|12457.0|
|İzmir(Bornova)-1203|431149.0|
|İzmir(Buca)-1780|461761.0|
|İzmir(Çeşme)-1251|39243.0|
|İzmir(Çiğli)-2007|176864.0|
|İzmir(Dikili)-1280|41999.0|
|İzmir(Foça)-1334|30002.0|
|İzmir(Gaziemir)-2009|130870.0|
|İzmir(Güzelbahçe)-2018|28470.0|
|İzmir(Karabağlar)-2057|473741.0|
|İzmir(Karaburun)-1432|9456.0|
|İzmir(Karşıyaka)-1448|325717.0|
|İzmir(Kemalpaşa)-1461|99626.0|
|İzmir(Kınık)-1467|28072.0|
|İzmir(Kiraz)-1477|43971.0|
|İzmir(Konak)-1819|380295.0|
|İzmir(Menderes)-1826|81297.0|
|İzmir(Menemen)-1521|148662.0|
|İzmir(Narlıdere)-2013|64599.0|
|İzmir(Ödemiş)-1563|129407.0|
|İzmir(Seferihisar)-1611|35960.0|
|İzmir(Selçuk)-1612|35281.0|
|İzmir(Tire)-1677|81315.0|
|İzmir(Torbalı)-1682|150127.0|
|İzmir(Urla)-1703|59166.0|
2015|İzmir(Aliağa)-1128|87376.0|
|İzmir(Balçova)-2006|78121.0|
|İzmir(Bayındır)-1178|39925.0|
|İzmir(Bayraklı)-2056|312263.0|
|İzmir(Bergama)-1181|101917.0|
|İzmir(Beydağ)-1776|12276.0|
|İzmir(Bornova)-1203|435162.0|
|İzmir(Buca)-1780|470768.0|
|İzmir(Çeşme)-1251|39243.0|
|İzmir(Çiğli)-2007|182349.0|
|İzmir(Dikili)-1280|40537.0|
|İzmir(Foça)-1334|28647.0|
|İzmir(Gaziemir)-2009|132365.0|
|İzmir(Güzelbahçe)-2018|29774.0|
|İzmir(Karabağlar)-2057|477238.0|
|İzmir(Karaburun)-1432|9403.0|
|İzmir(Karşıyaka)-1448|333250.0|
|İzmir(Kemalpaşa)-1461|101693.0|
|İzmir(Kınık)-1467|28052.0|
|İzmir(Kiraz)-1477|43615.0|
|İzmir(Konak)-1819|375490.0|
|İzmir(Menderes)-1826|83331.0|
|İzmir(Menemen)-1521|156974.0|
|İzmir(Narlıdere)-2013|64712.0|
|İzmir(Ödemiş)-1563|132028.0|
|İzmir(Seferihisar)-1611|36335.0|
|İzmir(Selçuk)-1612|35736.0|
|İzmir(Tire)-1677|82102.0|
|İzmir(Torbalı)-1682|156983.0|
|İzmir(Urla)-1703|60750.0|
2016|İzmir(Aliağa)-1128|91026.0|
|İzmir(Balçova)-2006|78086.0|
|İzmir(Bayındır)-1178|40216.0|
|İzmir(Bayraklı)-2056|314008.0|
|İzmir(Bergama)-1181|102090.0|
|İzmir(Beydağ)-1776|12300.0|
|İzmir(Bornova)-1203|438549.0|
|İzmir(Buca)-1780|482337.0|
|İzmir(Çeşme)-1251|40312.0|
|İzmir(Çiğli)-2007|186717.0|
|İzmir(Dikili)-1280|41275.0|
|İzmir(Foça)-1334|28591.0|
|İzmir(Gaziemir)-2009|132566.0|
|İzmir(Güzelbahçe)-2018|29835.0|
|İzmir(Karabağlar)-2057|480253.0|
|İzmir(Karaburun)-1432|9575.0|
|İzmir(Karşıyaka)-1448|338485.0|
|İzmir(Kemalpaşa)-1461|103806.0|
|İzmir(Kınık)-1467|28265.0|
|İzmir(Kiraz)-1477|43845.0|
|İzmir(Konak)-1819|370662.0|
|İzmir(Menderes)-1826|86494.0|
|İzmir(Menemen)-1521|163565.0|
|İzmir(Narlıdere)-2013|64800.0|
|İzmir(Ödemiş)-1563|131728.0|
